date,region,dau,nru,returned_users,user_outflow,event_names,event_types,service_availability,pu,revenue
2024-11-10,GLOBAL_WEST,75657,889,548,2013,No Event,baseline,1.0,2278,19831.73
2024-11-11,KR,45999,458,412,1121,No Event,baseline,1.0,1382,13093.45
2024-11-11,JP,36968,361,303,835,No Event,baseline,1.0,1114,11937.6
2024-11-11,GLOBAL_WEST,75221,967,483,1945,No Event,baseline,1.0,2179,15080.92
2024-11-12,KR,45770,440,409,1015,No Event,baseline,1.0,1409,15110.94
2024-11-12,JP,36899,406,309,807,No Event,baseline,1.0,1050,12151.8
2024-11-12,GLOBAL_WEST,74583,889,518,1878,No Event,baseline,1.0,2396,18692.66
2024-11-13,KR,45526,426,389,1037,No Event,baseline,1.0,1414,14166.25
2024-11-13,JP,36637,297,278,803,No Event,baseline,1.0,1096,9999.87
2024-11-13,GLOBAL_WEST,74277,889,543,1795,No Event,baseline,1.0,2173,18798.36
2024-11-14,KR,45096,441,366,1189,No Event,baseline,1.0,1315,15088.31
2024-11-14,JP,36505,341,273,717,No Event,baseline,1.0,1101,12684.84
2024-11-14,GLOBAL_WEST,73690,908,517,2002,No Event,baseline,1.0,2249,18546.06
2024-11-15,KR,44800,477,439,1093,No Event,baseline,1.0,1299,14473.28
2024-11-15,JP,36482,352,356,771,No Event,baseline,1.0,1080,11282.12
2024-11-15,GLOBAL_WEST,73078,904,499,2005,No Event,baseline,1.0,2041,18035.83
2024-11-16,KR,44399,422,404,1036,No Event,baseline,1.0,1323,13264.99
2024-11-16,JP,36362,370,264,817,No Event,baseline,1.0,1096,11300.18
2024-11-16,GLOBAL_WEST,72599,940,547,1867,No Event,baseline,1.0,2184,20047.09
2024-11-17,KR,44324,413,382,1094,No Event,baseline,1.0,1289,13593.68
2024-11-17,JP,36443,315,285,676,No Event,baseline,1.0,1052,10484.67
2024-11-17,GLOBAL_WEST,72003,915,539,2055,No Event,baseline,1.0,2196,16914.4
2024-11-18,KR,44052,413,364,1046,No Event,baseline,1.0,1309,12067.87
2024-11-18,JP,36475,305,288,717,No Event,baseline,1.0,1025,13281.44
2024-11-18,GLOBAL_WEST,71651,941,495,1869,No Event,baseline,1.0,2081,16090.86
2024-11-19,KR,43627,349,425,1004,No Event,baseline,1.0,1268,12228.02
2024-11-19,JP,36336,309,307,882,No Event,baseline,1.0,1028,9072.38
2024-11-19,GLOBAL_WEST,70993,933,524,1928,No Event,baseline,1.0,2075,20259.26
2024-11-20,KR,43278,399,375,1104,No Event,baseline,1.0,1286,11555.97
2024-11-20,JP,36065,311,278,777,No Event,baseline,1.0,1088,12331.41
2024-11-20,GLOBAL_WEST,70531,983,535,1812,No Event,baseline,1.0,2102,17420.59
2024-11-21,KR,42999,437,429,1089,No Event,baseline,1.0,1221,14659.52
2024-11-21,JP,36002,359,275,723,No Event,baseline,1.0,1107,12253.43
2024-11-21,GLOBAL_WEST,70044,974,494,1925,No Event,baseline,1.0,2114,14726.86
2024-11-22,KR,42849,383,376,1001,No Event,baseline,1.0,1166,10131.25
2024-11-22,JP,35935,395,310,768,No Event,baseline,1.0,1065,10545.81
2024-11-22,GLOBAL_WEST,69743,966,505,1892,No Event,baseline,1.0,2050,18057.06
2024-11-23,KR,42410,372,411,1105,No Event,baseline,1.0,1256,13159.5
2024-11-23,JP,35719,298,288,821,No Event,baseline,1.0,1064,10211.66
2024-11-23,GLOBAL_WEST,69401,992,513,1830,No Event,baseline,1.0,2045,19363.22
2024-11-24,KR,41984,414,385,1057,No Event,baseline,1.0,1193,12786.08
2024-11-24,JP,35538,266,309,745,No Event,baseline,1.0,1078,9936.66
2024-11-24,GLOBAL_WEST,68829,1001,522,1862,No Event,baseline,1.0,2047,14437.5
2024-11-25,KR,41823,389,408,1033,No Event,baseline,1.0,1302,10418.61
2024-11-25,JP,35429,368,308,785,No Event,baseline,1.0,1054,13667.09
2024-11-25,GLOBAL_WEST,68453,971,525,1798,No Event,baseline,1.0,1985,19153.08
2024-11-26,KR,41558,393,423,1023,No Event,baseline,1.0,1244,13155.15
2024-11-26,JP,35296,343,256,714,No Event,baseline,1.0,1048,11274.16
2024-11-26,GLOBAL_WEST,68461,1036,482,1653,No Event,baseline,1.0,2088,19182.69
2024-11-27,KR,41504,404,367,979,No Event,baseline,1.0,1245,12305.31
2024-11-27,JP,35019,298,275,828,No Event,baseline,1.0,1020,11387.41
2024-11-27,GLOBAL_WEST,68178,955,449,1739,No Event,baseline,1.0,1997,18618.36
2024-11-28,KR,41346,365,424,1028,No Event,baseline,1.0,1224,13013.47
2024-11-28,JP,34671,296,258,745,No Event,baseline,1.0,1034,9457.32
2024-11-28,GLOBAL_WEST,67703,997,498,1869,No Event,baseline,1.0,2075,17656.37
2024-11-29,KR,41183,338,378,1003,No Event,baseline,1.0,1218,10859.0
2024-11-29,JP,34643,302,301,715,No Event,baseline,1.0,1079,10650.04
2024-11-29,GLOBAL_WEST,67301,1000,495,1740,No Event,baseline,1.0,1949,16851.19
2024-11-30,KR,41070,358,417,943,No Event,baseline,1.0,1244,11400.37
2024-11-30,JP,34604,331,331,698,No Event,baseline,1.0,958,9280.65
2024-11-30,GLOBAL_WEST,66893,959,502,1788,No Event,baseline,1.0,1891,16724.81
2024-12-01,KR,40869,343,395,910,No Event,baseline,1.0,1184,10882.7
2024-12-01,JP,34341,336,341,813,No Event,baseline,1.0,1019,10327.92
2024-12-01,GLOBAL_WEST,66585,1051,489,1647,No Event,baseline,1.0,1943,18571.45
2024-12-02,KR,40722,368,351,935,No Event,baseline,1.0,1230,13103.69
2024-12-02,JP,34161,307,317,735,No Event,baseline,1.0,971,12026.21
2024-12-02,GLOBAL_WEST,66043,1042,455,1862,No Event,baseline,1.0,1970,20656.76
2024-12-03,KR,40365,426,415,1015,No Event,baseline,1.0,1200,13143.62
2024-12-03,JP,34056,332,275,652,No Event,baseline,1.0,965,9658.54
2024-12-03,GLOBAL_WEST,65993,901,495,1648,No Event,baseline,1.0,1926,16477.98
2024-12-04,KR,40209,404,353,967,No Event,baseline,1.0,1197,13333.55
2024-12-04,JP,34024,325,298,686,No Event,baseline,1.0,1008,11788.11
2024-12-04,GLOBAL_WEST,65608,992,474,1809,No Event,baseline,1.0,2022,14244.34
2024-12-05,KR,39851,335,366,996,No Event,baseline,1.0,1163,11639.5
2024-12-05,JP,33792,346,269,711,No Event,baseline,1.0,1030,9838.94
2024-12-05,GLOBAL_WEST,65658,1034,500,1626,No Event,baseline,1.0,2025,21926.59
2024-12-06,KR,39825,370,385,910,No Event,baseline,1.0,1184,12586.13
2024-12-06,JP,33834,347,312,677,No Event,baseline,1.0,990,11144.75
2024-12-06,GLOBAL_WEST,65467,959,464,1625,No Event,baseline,1.0,1864,16456.79
2024-12-07,KR,39691,428,412,1000,No Event,baseline,1.0,1195,12389.61
2024-12-07,JP,33737,335,283,703,No Event,baseline,1.0,1050,13084.41
2024-12-07,GLOBAL_WEST,65148,1016,543,1715,No Event,baseline,1.0,2004,19902.34
2024-12-08,KR,39500,355,375,935,No Event,baseline,1.0,1128,12651.84
2024-12-08,JP,33766,354,263,702,No Event,baseline,1.0,983,9927.66
2024-12-08,GLOBAL_WEST,64898,1005,525,1611,No Event,baseline,1.0,1869,19765.59
2024-12-09,KR,39187,400,384,952,No Event,baseline,1.0,1156,11943.35
2024-12-09,JP,33630,311,230,704,No Event,baseline,1.0,962,10389.12
2024-12-09,GLOBAL_WEST,64648,998,461,1599,No Event,baseline,1.0,1888,16417.15
2024-12-10,KR,39071,342,327,966,No Event,baseline,1.0,1143,10462.51
2024-12-10,JP,33657,402,262,661,No Event,baseline,1.0,986,12449.47
2024-12-10,GLOBAL_WEST,64483,943,460,1555,No Event,baseline,1.0,2001,19078.47
2024-12-11,KR,38577,344,350,1006,No Event,baseline,1.0,1164,11452.87
2024-12-11,JP,33591,317,275,733,No Event,baseline,1.0,972,11508.58
2024-12-11,GLOBAL_WEST,64350,970,476,1562,No Event,baseline,1.0,1915,13963.48
2024-12-12,KR,38268,379,359,919,No Event,baseline,1.0,1088,10316.0
2024-12-12,JP,33371,269,284,784,No Event,baseline,1.0,1009,11104.87
2024-12-12,GLOBAL_WEST,64080,982,473,1680,No Event,baseline,1.0,1857,16998.35
2024-12-13,KR,38001,354,431,909,No Event,baseline,1.0,1206,12307.56
2024-12-13,JP,33232,303,263,733,No Event,baseline,1.0,1031,11020.55
2024-12-13,GLOBAL_WEST,64278,976,549,1643,No Event,baseline,1.0,1771,16583.42
2024-12-14,KR,37609,377,376,1006,No Event,baseline,1.0,1127,11258.31
2024-12-14,JP,33036,337,317,749,No Event,baseline,1.0,949,9152.84
2024-12-14,GLOBAL_WEST,64218,989,511,1582,No Event,baseline,1.0,1845,17258.28
2024-12-15,KR,37571,381,442,941,No Event,baseline,1.0,1124,10601.99
2024-12-15,JP,32891,351,273,701,No Event,baseline,1.0,1008,10233.03
2024-12-15,GLOBAL_WEST,63837,896,514,1916,No Event,baseline,1.0,1955,18130.0
2024-12-16,KR,37338,377,328,903,No Event,baseline,1.0,1086,9299.13
2024-12-16,JP,32760,360,317,745,No Event,baseline,1.0,950,9817.66
2024-12-16,GLOBAL_WEST,63655,967,467,1655,No Event,baseline,1.0,1890,13297.39
2024-12-17,KR,37104,372,355,994,No Event,baseline,1.0,1121,11016.49
2024-12-17,JP,32646,343,261,689,No Event,baseline,1.0,940,11875.2
2024-12-17,GLOBAL_WEST,63491,951,482,1666,No Event,baseline,1.0,1887,19325.87
2024-12-18,KR,37288,481,529,802,Christmas Festival 2024,seasonal,1.0,1327,24673.85
2024-12-18,JP,32658,389,311,655,Christmas Festival 2024,seasonal,1.0,1120,19689.62
2024-12-18,GLOBAL_WEST,64174,1216,692,1390,Christmas Festival 2024,seasonal,1.0,2289,42852.23
2024-12-19,KR,37372,471,468,877,Christmas Festival 2024,seasonal,1.0,1301,25967.47
2024-12-19,JP,32690,420,311,667,Christmas Festival 2024,seasonal,1.0,1147,19279.29
2024-12-19,GLOBAL_WEST,64895,1241,734,1434,Christmas Festival 2024,seasonal,1.0,2264,39355.14
2024-12-20,KR,37583,419,550,809,Christmas Festival 2024,seasonal,1.0,1239,21734.44
2024-12-20,JP,32786,428,387,601,Christmas Festival 2024,seasonal,1.0,1164,22882.06
2024-12-20,GLOBAL_WEST,65308,1179,723,1477,Christmas Festival 2024,seasonal,1.0,2284,38864.98
2024-12-21,KR,37679,440,578,850,Christmas Festival 2024,seasonal,1.0,1314,24724.76
2024-12-21,JP,32798,386,347,637,Christmas Festival 2024,seasonal,1.0,1148,20951.99
2024-12-21,GLOBAL_WEST,65316,1166,689,1572,Christmas Festival 2024,seasonal,1.0,2247,43513.06
2024-12-22,KR,37828,522,541,818,Christmas Festival 2024,seasonal,1.0,1329,21980.38
2024-12-22,JP,32878,358,381,597,Christmas Festival 2024,seasonal,1.0,1130,21165.5
2024-12-22,GLOBAL_WEST,65793,1091,720,1537,Christmas Festival 2024,seasonal,1.0,2188,38362.71
2024-12-23,KR,37935,535,537,831,Christmas Festival 2024,seasonal,1.0,1359,25715.52
2024-12-23,JP,32907,371,328,604,Christmas Festival 2024,seasonal,1.0,1073,20498.79
2024-12-23,GLOBAL_WEST,66069,1164,715,1594,Christmas Festival 2024,seasonal,1.0,2282,33807.94
2024-12-24,KR,38158,496,483,835,Christmas Festival 2024,seasonal,1.0,1294,22616.98
2024-12-24,JP,33110,385,355,631,Christmas Festival 2024,seasonal,1.0,1134,21147.41
2024-12-24,GLOBAL_WEST,66303,1093,727,1574,Christmas Festival 2024,seasonal,1.0,2244,36421.49
2024-12-25,KR,38351,478,492,765,Christmas Festival 2024,seasonal,1.0,1368,22089.16
2024-12-25,JP,33120,423,336,703,Christmas Festival 2024,seasonal,1.0,1132,19767.72
2024-12-25,GLOBAL_WEST,66777,1127,700,1531,Christmas Festival 2024,seasonal,1.0,2282,37572.46
2024-12-26,KR,38494,475,563,862,Christmas Festival 2024,seasonal,1.0,1375,25142.76
2024-12-26,JP,33210,403,302,717,Christmas Festival 2024,seasonal,1.0,1123,23104.37
2024-12-26,GLOBAL_WEST,67226,1143,743,1468,Christmas Festival 2024,seasonal,1.0,2316,39119.69
2024-12-27,KR,38614,455,549,875,Christmas Festival 2024,seasonal,1.0,1359,23776.77
2024-12-27,JP,33421,450,320,611,Christmas Festival 2024,seasonal,1.0,1108,19680.4
2024-12-27,GLOBAL_WEST,67763,1078,759,1419,Christmas Festival 2024,seasonal,1.0,2365,37180.32
2024-12-28,KR,38865,538,537,819,Christmas Festival 2024,seasonal,1.0,1340,27029.37
2024-12-28,JP,33519,378,342,648,Christmas Festival 2024,seasonal,1.0,1145,22388.43
2024-12-28,GLOBAL_WEST,68087,1155,798,1661,Christmas Festival 2024,seasonal,1.0,2420,42495.05
2024-12-29,KR,39105,546,543,941,Christmas Festival 2024,seasonal,1.0,1338,24250.85
2024-12-29,JP,33519,384,342,591,Christmas Festival 2024,seasonal,1.0,1171,22560.21
2024-12-29,GLOBAL_WEST,68769,1039,756,1497,Christmas Festival 2024,seasonal,1.0,2374,43422.44
2024-12-30,KR,39297,527,518,813,Christmas Festival 2024,seasonal,1.0,1334,27767.83
2024-12-30,JP,33673,467,366,635,Christmas Festival 2024,seasonal,1.0,1166,22913.13
2024-12-30,GLOBAL_WEST,68879,1052,683,1527,Christmas Festival 2024,seasonal,1.0,2375,44947.62
2024-12-31,KR,39484,564,496,873,Christmas Festival 2024,seasonal,1.0,1444,27135.77
2024-12-31,JP,33822,414,350,650,Christmas Festival 2024,seasonal,1.0,1168,21940.44
2024-12-31,GLOBAL_WEST,69240,1095,724,1535,Christmas Festival 2024,seasonal,1.0,2374,34224.8
2025-01-01,KR,39572,427,495,884,New Year Festival 2025,seasonal,1.0,1257,23259.05
2025-01-01,JP,33889,303,362,610,New Year Festival 2025,seasonal,1.0,1136,19625.69
2025-01-01,GLOBAL_WEST,69083,948,680,1746,New Year Festival 2025,seasonal,1.0,2156,35194.81
2025-01-02,KR,39615,484,493,878,New Year Festival 2025,seasonal,1.0,1280,22202.21
2025-01-02,JP,33860,346,325,749,New Year Festival 2025,seasonal,1.0,1055,20296.18
2025-01-02,GLOBAL_WEST,69188,1023,662,1636,New Year Festival 2025,seasonal,1.0,2286,37995.75
2025-01-03,KR,39628,452,534,913,New Year Festival 2025,seasonal,1.0,1238,23346.62
2025-01-03,JP,33850,356,344,673,New Year Festival 2025,seasonal,1.0,1125,20763.86
2025-01-03,GLOBAL_WEST,69157,986,708,1723,New Year Festival 2025,seasonal,1.0,2174,32028.72
2025-01-04,KR,39671,478,525,872,New Year Festival 2025,seasonal,1.0,1309,24742.11
2025-01-04,JP,34006,382,387,729,New Year Festival 2025,seasonal,1.0,1105,20314.09
2025-01-04,GLOBAL_WEST,69516,981,738,1573,New Year Festival 2025,seasonal,1.0,2270,43073.17
2025-01-05,KR,39896,502,540,884,New Year Festival 2025,seasonal,1.0,1308,21777.7
2025-01-05,JP,34175,352,391,631,New Year Festival 2025,seasonal,1.0,1157,20958.96
2025-01-05,GLOBAL_WEST,69751,963,715,1570,New Year Festival 2025,seasonal,1.0,2343,35114.99
2025-01-06,KR,39995,495,501,1005,New Year Festival 2025,seasonal,1.0,1286,23167.9
2025-01-06,JP,34353,466,306,678,New Year Festival 2025,seasonal,1.0,1100,21665.97
2025-01-06,GLOBAL_WEST,69704,1007,701,1653,New Year Festival 2025,seasonal,1.0,2283,32356.31
2025-01-07,KR,40166,428,513,946,New Year Festival 2025,seasonal,1.0,1310,21396.45
2025-01-07,JP,34541,377,366,666,New Year Festival 2025,seasonal,1.0,1123,19025.26
2025-01-07,GLOBAL_WEST,69663,931,699,1701,New Year Festival 2025,seasonal,1.0,2269,35289.82
2025-01-08,KR,41471,1110,906,727,First Anniversary,anniversary,1.0,1790,37447.9
2025-01-08,JP,35046,658,529,593,First Anniversary,anniversary,1.0,1494,31528.35
2025-01-08,GLOBAL_WEST,72083,2239,1275,1075,First Anniversary,anniversary,1.0,3051,59795.13
2025-01-09,KR,42714,1115,964,796,First Anniversary,anniversary,1.0,1861,39964.2
2025-01-09,JP,35657,682,499,566,First Anniversary,anniversary,1.0,1520,35330.08
2025-01-09,GLOBAL_WEST,74205,2245,1300,1322,First Anniversary,anniversary,1.0,3205,67141.5
2025-01-10,KR,43933,1130,986,828,First Anniversary,anniversary,1.0,1880,40187.88
2025-01-10,JP,36172,645,554,632,First Anniversary,anniversary,1.0,1597,33885.22
2025-01-10,GLOBAL_WEST,76178,2203,1416,1445,First Anniversary,anniversary,1.0,3272,68065.6
2025-01-11,KR,45227,1061,1025,862,First Anniversary,anniversary,1.0,1929,40962.06
2025-01-11,JP,36586,580,532,622,First Anniversary,anniversary,1.0,1545,31908.93
2025-01-11,GLOBAL_WEST,78402,2197,1465,1397,First Anniversary,anniversary,1.0,3514,73953.54
2025-01-12,KR,46548,1125,1029,832,First Anniversary,anniversary,1.0,2051,45392.1
2025-01-12,JP,37061,613,538,677,First Anniversary,anniversary,1.0,1612,35164.68
2025-01-12,GLOBAL_WEST,80226,2184,1474,1503,First Anniversary,anniversary,1.0,3490,70298.68
2025-01-13,KR,47913,1109,974,838,First Anniversary,anniversary,1.0,2119,41021.5
2025-01-13,JP,37595,631,526,696,First Anniversary,anniversary,1.0,1607,38936.35
2025-01-13,GLOBAL_WEST,82287,2210,1374,1605,First Anniversary,anniversary,1.0,3584,69401.89
2025-01-14,KR,49082,1145,902,831,First Anniversary,anniversary,1.0,2069,40575.59
2025-01-14,JP,38129,599,530,641,First Anniversary,anniversary,1.0,1653,36759.2
2025-01-14,GLOBAL_WEST,84244,2184,1428,1700,First Anniversary,anniversary,1.0,3641,66205.33
2025-01-15,KR,50061,1046,1029,983,First Anniversary,anniversary,1.0,2194,52394.68
2025-01-15,JP,38461,641,530,639,First Anniversary,anniversary,1.0,1681,37189.57
2025-01-15,GLOBAL_WEST,86425,2196,1484,1627,First Anniversary,anniversary,1.0,3868,80666.02
2025-01-16,KR,51325,1146,1036,1040,First Anniversary,anniversary,1.0,2139,48646.41
2025-01-16,JP,39005,663,555,716,First Anniversary,anniversary,1.0,1672,37228.38
2025-01-16,GLOBAL_WEST,88145,2114,1455,1859,First Anniversary,anniversary,1.0,3913,79273.89
2025-01-17,KR,52726,1168,1090,920,First Anniversary,anniversary,1.0,2235,44034.6
2025-01-17,JP,39454,617,599,752,First Anniversary,anniversary,1.0,1735,34971.27
2025-01-17,GLOBAL_WEST,89872,2181,1570,1941,First Anniversary,anniversary,1.0,3873,67370.4
2025-01-18,KR,54085,1132,1061,918,First Anniversary,anniversary,1.0,2286,51245.0
2025-01-18,JP,40110,634,590,632,First Anniversary,anniversary,1.0,1702,39030.46
2025-01-18,GLOBAL_WEST,92097,2154,1556,1644,First Anniversary,anniversary,1.0,4071,77367.37
2025-01-19,KR,55270,1123,1117,997,First Anniversary,anniversary,1.0,2286,48166.92
2025-01-19,JP,40623,608,617,729,First Anniversary,anniversary,1.0,1749,38008.12
2025-01-19,GLOBAL_WEST,93893,2160,1566,1678,First Anniversary,anniversary,1.0,4024,78246.96
2025-01-20,KR,56371,1084,1095,1006,First Anniversary,anniversary,1.0,2465,50326.98
2025-01-20,JP,41114,647,579,773,First Anniversary,anniversary,1.0,1809,40771.3
2025-01-20,GLOBAL_WEST,96109,2106,1514,1629,First Anniversary,anniversary,1.0,4065,82958.97
2025-01-21,KR,57601,1195,1116,1055,First Anniversary,anniversary,1.0,2519,53579.72
2025-01-21,JP,41444,645,594,793,First Anniversary,anniversary,1.0,1788,33154.62
2025-01-21,GLOBAL_WEST,97895,2108,1505,1779,First Anniversary,anniversary,1.0,4353,89996.34
2025-01-22,KR,58636,1164,1116,1106,First Anniversary,anniversary,1.0,2565,49997.19
2025-01-22,JP,41932,631,574,721,First Anniversary,anniversary,1.0,1856,40510.92
2025-01-22,GLOBAL_WEST,100132,2158,1575,1726,First Anniversary,anniversary,1.0,4176,81069.74
2025-01-23,KR,59807,1184,1156,1107,First Anniversary,anniversary,1.0,2612,55049.25
2025-01-23,JP,42431,671,625,685,First Anniversary,anniversary,1.0,1825,42723.18
2025-01-23,GLOBAL_WEST,101929,2148,1633,2031,First Anniversary,anniversary,1.0,4488,92634.41
2025-01-24,KR,60939,1099,1176,1102,First Anniversary,anniversary,1.0,2701,58756.31
2025-01-24,JP,42857,623,591,940,First Anniversary,anniversary,1.0,1878,37932.44
2025-01-24,GLOBAL_WEST,104000,2210,1680,1693,First Anniversary,anniversary,1.0,4492,95784.63
2025-01-25,KR,62123,1109,1212,1151,First Anniversary,anniversary,1.0,2707,54519.43
2025-01-25,JP,43236,594,604,731,First Anniversary,anniversary,1.0,1870,39049.91
2025-01-25,GLOBAL_WEST,105761,2145,1681,1898,First Anniversary,anniversary,1.0,4648,91066.62
2025-01-26,KR,63399,1135,1233,1123,First Anniversary,anniversary,1.0,2741,55957.0
2025-01-26,JP,43819,644,571,703,First Anniversary,anniversary,1.0,1910,40694.22
2025-01-26,GLOBAL_WEST,107593,2188,1712,2081,First Anniversary,anniversary,1.0,4655,98666.55
2025-01-27,KR,64446,1061,1184,1275,First Anniversary,anniversary,1.0,2741,58279.03
2025-01-27,JP,44106,616,582,796,First Anniversary,anniversary,1.0,1932,37981.57
2025-01-27,GLOBAL_WEST,109508,2239,1676,1968,First Anniversary,anniversary,1.0,4825,99968.71
2025-01-28,KR,65418,1123,1167,1326,First Anniversary,anniversary,1.0,2829,58623.4
2025-01-28,JP,44529,616,592,846,First Anniversary,anniversary,1.0,1967,41940.49
2025-01-28,GLOBAL_WEST,111516,2267,1670,1963,First Anniversary,anniversary,1.0,4907,101232.39
2025-01-29,KR,66548,1083,1175,1250,First Anniversary,anniversary,1.0,2985,62966.61
2025-01-29,JP,45076,619,610,683,First Anniversary,anniversary,1.0,1906,41403.58
2025-01-29,GLOBAL_WEST,113342,2234,1709,1968,First Anniversary,anniversary,1.0,4911,90716.77
2025-01-30,KR,67430,1082,1209,1385,First Anniversary,anniversary,1.0,2947,58354.73
2025-01-30,JP,45600,573,614,844,First Anniversary,anniversary,1.0,1935,37386.7
2025-01-30,GLOBAL_WEST,115117,2244,1732,2240,First Anniversary,anniversary,1.0,4907,91662.63
2025-01-31,KR,68848,1081,1328,1115,First Anniversary,anniversary,1.0,2999,65536.26
2025-01-31,JP,46127,601,635,726,First Anniversary,anniversary,1.0,2039,44871.13
2025-01-31,GLOBAL_WEST,117059,2227,1845,2028,First Anniversary,anniversary,1.0,5097,103991.26
2025-02-01,KR,68035,394,523,1662,No Event,baseline,1.0,1962,23309.1
2025-02-01,JP,45993,320,318,851,No Event,baseline,1.0,1355,12155.12
2025-02-01,GLOBAL_WEST,115131,680,702,3170,No Event,baseline,1.0,3358,29964.45
2025-02-02,KR,67497,485,508,1693,No Event,baseline,1.0,1925,15466.45
2025-02-02,JP,45706,222,363,1001,No Event,baseline,1.0,1327,16362.89
2025-02-02,GLOBAL_WEST,113372,714,684,3089,No Event,baseline,1.0,3362,24237.3
2025-02-03,KR,66494,336,508,1723,No Event,baseline,1.0,1858,19645.21
2025-02-03,JP,45352,294,307,958,No Event,baseline,1.0,1386,14470.88
2025-02-03,GLOBAL_WEST,111706,826,666,3097,No Event,baseline,1.0,3333,33175.71
2025-02-04,KR,65712,421,484,1630,No Event,baseline,1.0,1882,17105.25
2025-02-04,JP,45031,272,325,912,No Event,baseline,1.0,1348,14845.08
2025-02-04,GLOBAL_WEST,110375,753,657,2910,No Event,baseline,1.0,3210,30825.21
2025-02-05,KR,65160,401,480,1497,No Event,baseline,1.0,1961,17740.04
2025-02-05,JP,44760,319,368,898,No Event,baseline,1.0,1348,17434.04
2025-02-05,GLOBAL_WEST,108626,751,634,3077,No Event,baseline,1.0,3062,25024.02
2025-02-06,KR,64535,428,467,1549,No Event,baseline,1.0,1820,13870.12
2025-02-06,JP,44610,331,324,843,No Event,baseline,1.0,1263,15817.38
2025-02-06,GLOBAL_WEST,107210,774,590,2886,No Event,baseline,1.0,3111,32054.59
2025-02-07,KR,63785,356,514,1689,No Event,baseline,1.0,1870,17027.94
2025-02-07,JP,44342,248,353,945,No Event,baseline,1.0,1269,14170.71
2025-02-07,GLOBAL_WEST,105795,807,691,2966,No Event,baseline,1.0,3152,23413.77
2025-02-08,KR,62909,365,487,1645,No Event,baseline,1.0,1796,17427.35
2025-02-08,JP,43769,247,336,1035,No Event,baseline,1.0,1298,14754.93
2025-02-08,GLOBAL_WEST,104409,818,664,2903,No Event,baseline,1.0,3086,23046.86
2025-02-09,KR,62243,394,506,1590,No Event,baseline,1.0,1792,14858.14
2025-02-09,JP,43538,302,301,917,No Event,baseline,1.0,1260,11912.73
2025-02-09,GLOBAL_WEST,103192,762,647,2713,No Event,baseline,1.0,3049,26574.47
2025-02-10,KR,61604,401,457,1563,No Event,baseline,1.0,1779,19132.82
2025-02-10,JP,43034,261,313,1059,No Event,baseline,1.0,1252,12378.72
2025-02-10,GLOBAL_WEST,101901,862,604,2880,No Event,baseline,1.0,3084,26902.32
2025-02-11,KR,60940,357,510,1495,No Event,baseline,1.0,1779,19442.33
2025-02-11,JP,42579,247,281,933,No Event,baseline,1.0,1256,11967.46
2025-02-11,GLOBAL_WEST,100536,853,586,2575,No Event,baseline,1.0,2968,24472.11
2025-02-12,KR,60225,392,454,1546,No Event,baseline,1.0,1799,19222.52
2025-02-12,JP,42354,325,323,860,No Event,baseline,1.0,1228,11897.04
2025-02-12,GLOBAL_WEST,99191,864,607,3005,No Event,baseline,1.0,2858,24167.61
2025-02-13,KR,59658,380,457,1495,No Event,baseline,1.0,1722,13602.43
2025-02-13,JP,41880,297,282,909,No Event,baseline,1.0,1246,15066.99
2025-02-13,GLOBAL_WEST,97595,847,612,2926,No Event,baseline,1.0,2679,19842.67
2025-02-14,KR,58768,339,434,1582,No Event,baseline,1.0,1713,18190.03
2025-02-14,JP,41310,321,328,987,No Event,baseline,1.0,1244,14171.7
2025-02-14,GLOBAL_WEST,96642,867,678,2674,No Event,baseline,1.0,2902,26653.97
2025-02-15,KR,58280,419,477,1546,No Event,baseline,1.0,1714,14567.65
2025-02-15,JP,41105,380,301,841,No Event,baseline,1.0,1192,13523.34
2025-02-15,GLOBAL_WEST,95578,901,594,2776,No Event,baseline,1.0,2850,25576.18
2025-02-16,KR,57719,404,486,1364,No Event,baseline,1.0,1711,19426.83
2025-02-16,JP,40881,364,308,839,No Event,baseline,1.0,1206,13882.12
2025-02-16,GLOBAL_WEST,94492,845,583,2541,No Event,baseline,1.0,2838,23891.52
2025-02-17,KR,57033,348,503,1434,No Event,baseline,1.0,1612,15850.19
2025-02-17,JP,40647,286,326,840,No Event,baseline,1.0,1177,13059.9
2025-02-17,GLOBAL_WEST,93762,905,581,2386,No Event,baseline,1.0,2717,24878.42
2025-02-18,KR,56320,375,427,1453,No Event,baseline,1.0,1724,17140.14
2025-02-18,JP,40269,238,270,872,No Event,baseline,1.0,1253,11750.03
2025-02-18,GLOBAL_WEST,92647,875,621,2602,No Event,baseline,1.0,2747,25301.57
2025-02-19,KR,55607,377,439,1369,No Event,baseline,1.0,1637,16411.01
2025-02-19,JP,39976,295,289,934,No Event,baseline,1.0,1138,11507.57
2025-02-19,GLOBAL_WEST,91439,896,596,2471,No Event,baseline,1.0,2670,26082.36
2025-02-20,KR,54960,361,451,1414,No Event,baseline,1.0,1694,20449.97
2025-02-20,JP,39621,263,324,870,No Event,baseline,1.0,1198,12553.09
2025-02-20,GLOBAL_WEST,90366,866,540,2499,No Event,baseline,1.0,2681,28673.6
2025-02-21,KR,54137,396,437,1501,No Event,baseline,1.0,1503,13324.77
2025-02-21,JP,39411,272,318,835,No Event,baseline,1.0,1169,12859.05
